"","X","發生時間","發生地點","死亡受傷人數","車種","year","monthday","month","day_time","day","time","death","injured","country","country_region","city","county","district"
"384",384,"105年03月23日 20時00分","基隆市安樂區基金一路208巷117號","死亡1;受傷0","自用-小客車;行人-人",105,"03月23日 20時00分",3,"23日 20時00分",23,"20時00分",1,0,"基隆市安樂區基金一路208巷117號",NA,"安樂","基 隆 市","安 樂 區"
"385",385,"105年03月24日 04時30分","臺東縣台東市中興路六段690巷利油分線12號電桿處(附近)","死亡1;受傷3","自用-小貨車;普通重型-機車;自用-小貨車;自用-小貨車",105,"03月24日 04時30分",3,"24日 04時30分",24,"4時30分",1,3,"臺東","台東","中興路六段690巷利油分線12號電桿處(附近)","臺 東 縣","台 東 市"
"386",386,"105年03月24日 15時10分","彰化縣花壇鄉環山路垃圾掩埋場前(三家所轄)","死亡1;受傷0","普通重型-機車",105,"03月24日 15時10分",3,"24日 15時10分",24,"15時10分",1,0,"彰化","花壇",NA,"彰 化 縣","花 壇 鄉"
"387",387,"105年03月24日 19時31分","臺南市安南區安明路本田路(口)","死亡1;受傷0","普通重型-機車;自用-小客車",105,"03月24日 19時31分",3,"24日 19時31分",24,"19時31分",1,0,"臺南市安南區安明路本田路(口)",NA,"安南","臺 南 市","安 南 區"
"388",388,"105年03月25日 17時30分","宜蘭縣五結鄉三興路三結五路(口)","死亡1;受傷1","普通重型-機車;普通重型-機車",105,"03月25日 17時30分",3,"25日 17時30分",25,"17時30分",1,1,"宜蘭","五結",NA,"宜 蘭 縣","五 結 鄉"
"389",389,"105年03月25日 20時41分","連江縣南竿鄉中央大道青檀澳路段(附近)","死亡1;受傷0","普通重型-機車",105,"03月25日 20時41分",3,"25日 20時41分",25,"20時41分",1,0,"連江","南竿",NA,"連 江 縣","南 竿 鄉"
"390",390,"105年03月26日 08時57分","臺南市關廟區中正路二段新光路口(附近)","死亡1;受傷0","自用-小貨車;大型重型1-機車",105,"03月26日 08時57分",3,"26日 08時57分",26,"8時57分",1,0,"臺南市關廟區中正路二段新光路口(附近)",NA,"關廟","臺 南 市","關 廟 區"
"391",391,"105年03月26日 09時10分","南投縣草屯鎮富寮里中正路321之21巷口(附近)台14線22公里100公尺處西向中線車道","死亡1;受傷0","自用-小貨車;普通重型-機車",105,"03月26日 09時10分",3,"26日 09時10分",26,"9時10分",1,0,"南投","草屯",NA,"南 投 縣","草 屯 鎮"
"392",392,"105年03月26日 12時07分","臺北市大安區基隆路3段155巷前0公尺數臺北市大安區基隆路3段155巷(北往南方向)","死亡1;受傷0","民營公車-大客車;普通輕型-機車;腳踏自行車-慢車",105,"03月26日 12時07分",3,"26日 12時07分",26,"12時07分",1,0,"臺北市大安區基隆路3段155巷前0公尺數臺北市大安區基隆路3段155巷(北往南方向)",NA,"大安","臺 北 市","大 安 區"
"393",393,"105年03月26日 12時41分","基隆市安樂區國道三號0公里400公尺處北向交流道車道","死亡1;受傷7","民營客運-大客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車",105,"03月26日 12時41分",3,"26日 12時41分",26,"12時41分",1,7,"基隆市安樂區國道三號0公里400公尺處北向交流道車道",NA,"安樂","基 隆 市","安 樂 區"
"394",394,"105年03月26日 14時38分","臺南市將軍區將富里台17線與南21線路口(附近)臺17線148公里200公尺處南向內側車道","死亡1;受傷0","自用-小貨車;自用-小客車",105,"03月26日 14時38分",3,"26日 14時38分",26,"14時38分",1,0,"臺南市將軍區將富里台17線與南21線路口(附近)臺17線148公里200公尺處南向內側車道",NA,"將軍","臺 南 市","將 軍 區"
"395",395,"105年03月27日 00時01分","嘉義縣水上鄉粗溪村中山路二段699之1號前(附近)台1線273公里300公尺處南向外側車道","死亡1;受傷1","普通重型-機車;腳踏自行車-慢車",105,"03月27日 00時01分",3,"27日 00時01分",27,"0時01分",1,1,"嘉義","水上",NA,"嘉 義 縣","水 上 鄉"
"396",396,"105年03月27日 09時40分","彰化縣伸港鄉中興路3段","死亡1;受傷0","普通重型-機車;自用-小貨車",105,"03月27日 09時40分",3,"27日 09時40分",27,"9時40分",1,0,"彰化","伸港",NA,"彰 化 縣","伸 港 鄉"
"397",397,"105年03月27日 11時21分","花蓮縣花蓮市中山路與建中街口(中山所)(附近)","死亡1;受傷0","自用-小貨車;普通重型-機車;自用-小客車",105,"03月27日 11時21分",3,"27日 11時21分",27,"11時21分",1,0,"花蓮","花蓮","中山路與建中街口(中山所)(附近)","花 蓮 縣","花 蓮 市"
"398",398,"105年03月28日 09時57分","新北市中和區中正路前0公尺數中山路路口","死亡1;受傷0","普通重型-機車",105,"03月28日 09時57分",3,"28日 09時57分",28,"9時57分",1,0,"新北市中和區中正路前0公尺數中山路路口",NA,"中和","新 北 市","中 和 區"
"399",399,"105年03月28日 12時07分","彰化縣竹塘鄉竹鹿路產業道路(口)(竹西高幹14)","死亡1;受傷0","普通重型-機車;自用-小客車",105,"03月28日 12時07分",3,"28日 12時07分",28,"12時07分",1,0,"彰化","竹塘",NA,"彰 化 縣","竹 塘 鄉"
"400",400,"105年03月28日 12時40分","苗栗縣頭份市下興里9鄰正興路與山下路口(附近)","死亡1;受傷0","普通重型-機車;自用-小貨車",105,"03月28日 12時40分",3,"28日 12時40分",28,"12時40分",1,0,"苗栗","頭份","下興里9鄰正興路與山下路口(附近)","苗 栗 縣","頭 份 市"
"401",401,"105年03月28日 13時17分","臺中市清水區＊榔里臨港路五段民族路(口)","死亡1;受傷0","營業用-曳引車;腳踏自行車-慢車",105,"03月28日 13時17分",3,"28日 13時17分",28,"13時17分",1,0,"臺中市清水區＊榔里臨港路五段民族路(口)",NA,"清水","臺 中 市","清 水 區"
"402",402,"105年03月29日 04時10分","屏東縣新園鄉南龍村南龍路台17線254公里100公尺處南向內側車道","死亡1;受傷0","普通重型-機車;自用-小客車",105,"03月29日 04時10分",3,"29日 04時10分",29,"4時10分",1,0,"屏東","新園",NA,"屏 東 縣","新 園 鄉"
"403",403,"105年03月30日 15時29分","高雄市橋頭區成功北路前0公尺數台1線363公里800公尺處北向慢車道車道筆秀路路口","死亡1;受傷0","營業用-曳引車;普通重型-機車",105,"03月30日 15時29分",3,"30日 15時29分",30,"15時29分",1,0,"高雄市橋頭區成功北路前0公尺數台1線363公里800公尺處北向慢車道車道筆秀路路口",NA,"橋頭","高 雄 市","橋 頭 區"
"404",404,"105年03月30日 19時16分","臺中市東區東信里旱溪東路一段東英三街(口)","死亡1;受傷0","普通重型-機車;自用-小客車",105,"03月30日 19時16分",3,"30日 19時16分",30,"19時16分",1,0,"臺中市東區東信里旱溪東路一段東英三街(口)",NA,"東","臺 中 市","東 區 東"
"405",405,"105年03月30日 23時59分","高雄市大寮區台二十九道路前0公尺數至學路路口","死亡1;受傷0","自用-小客車",105,"03月30日 23時59分",3,"30日 23時59分",30,"23時59分",1,0,"高雄市大寮區台二十九道路前0公尺數至學路路口",NA,"大寮","高 雄 市","大 寮 區"
"406",406,"105年03月31日 16時55分","臺南市新市區大營里臺1線316公里500公尺處北向中線車道","死亡1;受傷0","普通重型-機車;自用-大貨車",105,"03月31日 16時55分",3,"31日 16時55分",31,"16時55分",1,0,"臺南市新市區大營里臺1線316公里500公尺處北向中線車道",NA,"新","臺 南 市","新 市 區"
"407",407,"105年03月31日 21時02分","臺南市歸仁區媽廟里和順路一段與未命名道路口(附近)","死亡1;受傷0","自用-小客車;行人-人",105,"03月31日 21時02分",3,"31日 21時02分",31,"21時02分",1,0,"臺南市歸仁區媽廟里和順路一段與未命名道路口(附近)",NA,"歸仁","臺 南 市","歸 仁 區"
"408",408,"105年04月01日 00時33分","臺南市安南區青砂街一段電桿編號57-8633-04號(附近)","死亡1;受傷0","普通重型-機車",105,"04月01日 00時33分",4,"01日 00時33分",1,"0時33分",1,0,"臺南市安南區青砂街一段電桿編號57-8633-04號(附近)",NA,"安南","臺 南 市","安 南 區"
"409",409,"105年04月01日 16時45分","臺南市東區崇善東路德高街(口)","死亡1;受傷0","普通重型-機車;自用-小貨車",105,"04月01日 16時45分",4,"01日 16時45分",1,"16時45分",1,0,"臺南市東區崇善東路德高街(口)",NA,"東","臺 南 市","東 區 崇"
"410",410,"105年04月01日 17時55分","臺南市白河區草店里165線08公里100公尺處南向外側車道","死亡1;受傷1","普通重型-機車;普通重型-機車",105,"04月01日 17時55分",4,"01日 17時55分",1,"17時55分",1,1,"臺南市白河區草店里165線08公里100公尺處南向外側車道",NA,"白河","臺 南 市","白 河 區"
"411",411,"105年04月01日 22時50分","臺中市清水區臨江里高美路365巷中央路(口)","死亡1;受傷1","普通重型-機車;自用-小客車;自用-小貨車",105,"04月01日 22時50分",4,"01日 22時50分",1,"22時50分",1,1,"臺中市清水區臨江里高美路365巷中央路(口)",NA,"清水","臺 中 市","清 水 區"
"412",412,"105年04月02日 01時44分","屏東縣萬丹鄉崙頂村萬順路與崙中路口(附近)","死亡1;受傷0","普通重型-機車",105,"04月02日 01時44分",4,"02日 01時44分",2,"1時44分",1,0,"屏東","萬丹",NA,"屏 東 縣","萬 丹 鄉"
"413",413,"105年04月02日 18時58分","臺北市士林區仰德大道2段前0公尺數臺北市士林區仰德大道2段025號燈桿","死亡1;受傷0","大型重型2-機車;自用-小客車",105,"04月02日 18時58分",4,"02日 18時58分",2,"18時58分",1,0,"臺北市士林區仰德大道2段前0公尺數臺北市士林區仰德大道2段025號燈桿",NA,"士林","臺 北 市","士 林 區"
"414",414,"105年04月02日 20時15分","臺南市學甲區仁得里第五號道路寶西高幹26號(附近)","死亡1;受傷0","普通輕型-機車",105,"04月02日 20時15分",4,"02日 20時15分",2,"20時15分",1,0,"臺南市學甲區仁得里第五號道路寶西高幹26號(附近)",NA,"學甲","臺 南 市","學 甲 區"
"415",415,"105年04月03日 00時43分","高雄市鳥松區圓山路1號前0公尺數1號","死亡1;受傷0","普通重型-機車;自用-小客車",105,"04月03日 00時43分",4,"03日 00時43分",3,"0時43分",1,0,"高雄市鳥松區圓山路1號前0公尺數1號",NA,"鳥松","高 雄 市","鳥 松 區"
"416",416,"105年04月03日 03時52分","臺南市左鎮區睦光里34-1號南側20公尺處(附近)臺20乙線0公里200公尺處南向外側車道","死亡1;受傷0","普通重型-機車",105,"04月03日 03時52分",4,"03日 03時52分",3,"3時52分",1,0,"臺南市左",NA,"左","臺 南 市","左 鎮 區"
"417",417,"105年04月03日 10時25分","新北市板橋區環河西路前0公尺數新月三街路口","死亡1;受傷1","救護車-特種車;普通重型-機車;普通重型-機車",105,"04月03日 10時25分",4,"03日 10時25分",3,"10時25分",1,1,"新北市板橋區環河西路前0公尺數新月三街路口",NA,"板橋","新 北 市","板 橋 區"
"418",418,"105年04月03日 13時01分","新北市石碇區北宜公路前0公尺數21.5公里處","死亡1;受傷0","普通重型-機車;自用-大貨車",105,"04月03日 13時01分",4,"03日 13時01分",3,"13時01分",1,0,"新北市石碇區北宜公路前0公尺數21.5公里處",NA,"石碇","新 北 市","石 碇 區"
"419",419,"105年04月03日 14時00分","臺南市安定區安加里安定體育公園前(附近)","死亡1;受傷0","普通重型-機車;自用-小客車",105,"04月03日 14時00分",4,"03日 14時00分",3,"14時00分",1,0,"臺南市安定區安加里安定體育公園前(附近)",NA,"安定","臺 南 市","安 定 區"
"420",420,"105年04月03日 23時30分","高雄市楠梓區國道一號354公里983公尺處南向內側車道","死亡1;受傷0","普通輕型-機車;自用-小客車",105,"04月03日 23時30分",4,"03日 23時30分",3,"23時30分",1,0,"高雄市楠梓區國道一號354公里983公尺處南向內側車道",NA,"楠梓","高 雄 市","楠 梓 區"
"421",421,"105年04月04日 07時05分","臺南市安南區宜居一街生態街(附近)","死亡1;受傷0","自用-小客車;普通重型-機車",105,"04月04日 07時05分",4,"04日 07時05分",4,"7時05分",1,0,"臺南市安南區宜居一街生態街(附近)",NA,"安南","臺 南 市","安 南 區"
"422",422,"105年04月04日 07時10分","雲林縣麥寮鄉瓦&#30936;村霄仁69號，156線1公里處東向車道(附近)","死亡1;受傷4","租賃車-小客車;大型重型1-機車;自用-小客車;自用-小客車;自用-小客車;其他人-人",105,"04月04日 07時10分",4,"04日 07時10分",4,"7時10分",1,4,"雲林","麥寮",NA,"雲 林 縣","麥 寮 鄉"
"423",423,"105年04月04日 09時06分","彰化縣永靖鄉大排路(口)","死亡1;受傷0","普通重型-機車;自用-小貨車",105,"04月04日 09時06分",4,"04日 09時06分",4,"9時06分",1,0,"彰化","永靖",NA,"彰 化 縣","永 靖 鄉"
"424",424,"105年04月04日 13時25分","新北市淡水區關渡橋道路前0公尺數","死亡1;受傷4","普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車",105,"04月04日 13時25分",4,"04日 13時25分",4,"13時25分",1,4,"新北市淡水區關渡橋道路前0公尺數",NA,"淡水","新 北 市","淡 水 區"
"425",425,"105年04月04日 18時34分","新北市鶯歌區尖山路前0公尺數國中街路口","死亡1;受傷0","普通重型-機車;自用-小客車;自用-小客車",105,"04月04日 18時34分",4,"04日 18時34分",4,"18時34分",1,0,"新北市鶯歌區尖山路前0公尺數國中街路口",NA,"鶯歌","新 北 市","鶯 歌 區"
"426",426,"105年04月04日 19時45分","高雄市永安區村永達路72號前0公尺數72號","死亡1;受傷0","自用-小客車;普通重型-機車",105,"04月04日 19時45分",4,"04日 19時45分",4,"19時45分",1,0,"高雄市永安區村永達路72號前0公尺數72號",NA,"永安","高 雄 市","永 安 區"
"427",427,"105年04月04日 20時17分","屏東縣竹田鄉美崙村龍崗路125號","死亡1;受傷1","普通重型-機車;普通重型-機車",105,"04月04日 20時17分",4,"04日 20時17分",4,"20時17分",1,1,"屏東","竹田",NA,"屏 東 縣","竹 田 鄉"
"428",428,"105年04月04日 21時19分","苗栗縣公館鄉台6線與苗128線口(附近)","死亡1;受傷0","自用-小客車;行人-人",105,"04月04日 21時19分",4,"04日 21時19分",4,"21時19分",1,0,"苗栗","公館",NA,"苗 栗 縣","公 館 鄉"
"429",429,"105年04月05日 01時05分","高雄市旗山區村台三線道前0公尺數旗文路路口","死亡1;受傷1","自用-小客車;普通重型-機車;自用-小客車",105,"04月05日 01時05分",4,"05日 01時05分",5,"1時05分",1,1,"高雄市旗山區村台三線道前0公尺數旗文路路口",NA,"旗山","高 雄 市","旗 山 區"
"430",430,"105年04月05日 04時03分","高雄市大樹區村大坑路前0公尺數113-1號旁無名巷口","死亡1;受傷1","自用-小客車;普通重型-機車",105,"04月05日 04時03分",4,"05日 04時03分",5,"4時03分",1,1,"高雄市大樹區村大坑路前0公尺數113-1號旁無名巷口",NA,"大樹","高 雄 市","大 樹 區"
"431",431,"105年04月05日 15時15分","臺中市烏日區三和里中山路三段學田路(口)","死亡1;受傷0","營業用-半聯結車;腳踏自行車-慢車",105,"04月05日 15時15分",4,"05日 15時15分",5,"15時15分",1,0,"臺中市烏日區三和里中山路三段學田路(口)",NA,"烏日","臺 中 市","烏 日 區"
"432",432,"105年04月05日 15時15分","臺南市永康區仁愛街407號","死亡1;受傷1","普通重型-機車;普通重型-機車",105,"04月05日 15時15分",4,"05日 15時15分",5,"15時15分",1,1,"臺南市永康區仁愛街407號",NA,"永康","臺 南 市","永 康 區"
